obec_kod;obec;okres_kod;okres;kraj_kod;kraj;vymera;krajina;krajina_kod;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE;latitude;longitude
508705;Jasenie;603;Brezno;6;Banskobystrický;86294356;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Jasenie;SK0323508705;48.883981;19.43143369277478
522538;Jasenov;809;Sobrance;8;Košický;7213069;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Jasenov;SK0429522538;48.796436;22.1683515
559547;Jasenov;702;Humenné;7;Prešovský;13266418;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Jasenov;SK0412559547;48.89821775;21.89415708103448
509710;Jasenová;503;Dolný Kubín;5;Žilinský;11929549;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Jasenová;SK0313509710;49.16727075;19.29613334089187
528749;Jasenovce;713;Vranov nad Topľou;7;Prešovský;5650545;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Jasenovce;SK041D528749;48.995714;21.7461853
517640;Jasenové;511;Žilina;5;Žilinský;6272681;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Jasenové;SK031B517640;49.1129078;18.62662229119412
512311;Jasenovo;509;Turčianske Teplice;5;Žilinský;8335578;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Jasenovo;SK0319512311;48.8708145;18.71637989105093
507156;Jaslovské Bohunice;207;Trnava;2;Trnavský;20082693;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Jaslovské Bohunice;SK0217507156;48.47558665;17.64311206508345
521493;Jasov;806;Košice - okolie;8;Košický;35419309;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Jasov;SK0426521493;48.6833197;20.9742126
503215;Jasová;404;Nové Zámky;4;Nitriansky;19929061;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Jasová;SK0234503215;47.9866478;18.3984991
516881;Jastrabá;613;Žiar nad Hronom;6;Banskobystrický;10823780;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Žiar nad Hronom;SK032D;Jastrabá;SK032D516881;48.6402112;18.93623858433504
528757;Jastrabie nad Topľou;713;Vranov nad Topľou;7;Prešovský;6780242;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Jastrabie nad Topľou;SK041D528757;48.9387276;21.6064609
522546;Jastrabie pri Michalovciach;807;Michalovce;8;Košický;5743627;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Jastrabie pri Michalovciach;SK0427522546;48.7129425;22.0298766
503223;Jatov;404;Nové Zámky;4;Nitriansky;18656850;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Jatov;SK0234503223;48.1284623;18.028264
512320;Jazernica;509;Turčianske Teplice;5;Žilinský;2920703;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Jazernica;SK0319512320;48.9247338;18.82267045077647
519308;Jedlinka;701;Bardejov;7;Prešovský;4559809;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Jedlinka;SK0411519308;49.401302;21.36726670740402
500364;Jedľové Kostoľany;407;Zlaté Moravce;4;Nitriansky;27293911;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Jedľové Kostoľany;SK0237500364;48.47833855;18.50255760479281
500372;Jelenec;403;Nitra;4;Nitriansky;27183777;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Jelenec;SK0233500372;48.3908493;18.21890712009623
503835;Jelka;202;Galanta;2;Trnavský;32658462;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Jelka;SK0212503835;48.145206;17.5068773
525791;Jelšava;608;Revúca;6;Banskobystrický;46799702;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Jelšava;SK0328525791;48.627958;20.2402981
500381;Jelšovce;403;Nitra;4;Nitriansky;10442043;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Jelšovce;SK0233500381;48.38628785;18.06385544295297
511463;Jelšovec;606;Lučenec;6;Banskobystrický;8132610;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Jelšovec;SK0326511463;48.2882855;19.59571181432065
522554;Jenkovce;809;Sobrance;8;Košický;14857728;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Jenkovce;SK0429522554;48.6548104;22.2102793
515001;Jesenské;609;Rimavská Sobota;6;Banskobystrický;17139332;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Jesenské;SK0329515001;48.29198245;20.05437442082842
556777;Jesenské;402;Levice;4;Nitriansky;3790590;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Jesenské;SK0232556777;48.16379019999999;18.41171740583003
556416;Ješkova Ves;305;Partizánske;3;Trenčiansky;10393272;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Partizánske;SK0225;Ješkova Ves;SK0225556416;48.549417;18.3487575
515019;Jestice;609;Rimavská Sobota;6;Banskobystrický;7554974;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Jestice;SK0329515019;48.2112328;20.06737339974583
523569;Jezersko;703;Kežmarok;7;Prešovský;7759684;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Jezersko;SK0413523569;49.2923475;20.33555709817278
560049;Jovice;808;Rožňava;8;Košický;10075780;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Jovice;SK0428560049;48.6330044;20.5517553
522562;Jovsa;807;Michalovce;8;Košický;18443271;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Jovsa;SK0427522562;48.8195023;22.09366228924139
502391;Jur nad Hronom;402;Levice;4;Nitriansky;15189143;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Jur nad Hronom;SK0232502391;48.13005855;18.62496458100171
527351;Jurkova Voľa;712;Svidník;7;Prešovský;7411800;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Jurkova Voľa;SK041C527351;49.31541235;21.50156013872586
501671;Jurová;201;Dunajská Streda;2;Trnavský;10734552;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Jurová;SK0211501671;47.9349144;17.5220539
523577;Jurské;703;Kežmarok;7;Prešovský;7361383;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Jurské;SK0413523577;49.20451305;20.54449316022792
528765;Juskova Voľa;713;Vranov nad Topľou;7;Prešovský;18130329;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Juskova Voľa;SK041D528765;48.86352905;21.55085019715738
522571;Kačanov;807;Michalovce;8;Košický;5783220;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Kačanov;SK0427522571;48.6124117;21.8454574
503843;Kajal;202;Galanta;2;Trnavský;13824756;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Kajal;SK0212503843;48.1855384;17.7863393
512338;Kaľamenová;509;Turčianske Teplice;5;Žilinský;5794760;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Kaľamenová;SK0319512338;48.8812325;18.7771826961348
510530;Kalameny;508;Ružomberok;5;Žilinský;8702694;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Ružomberok;SK0318;Kalameny;SK0318510530;49.14551505;19.41094617975221
543209;Kaľava;810;Spišská Nová Ves;8;Košický;4450396;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Spišská Nová Ves;SK042A;Kaľava;SK042A543209;48.93815315000001;20.86840445244654
507997;Kalinkovo;108;Senec;1;Bratislavský;12912101;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Kalinkovo;SK0108507997;48.0587538;17.2520824
520314;Kalinov;705;Medzilaborce;7;Prešovský;13783894;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Medzilaborce;SK0415;Kalinov;SK0415520314;49.33060064999999;21.93045082664602
511471;Kalinovo;607;Poltár;6;Banskobystrický;39416900;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Poltár;SK0327;Kalinovo;SK0327511471;48.40454315;19.70113387045198
502413;Kalná nad Hronom;402;Levice;4;Nitriansky;34134075;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Kalná nad Hronom;SK0232502413;48.1929106;18.50974213614582
520322;Kalná Roztoka;709;Snina;7;Prešovský;22785089;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Snina;SK0419;Kalná Roztoka;SK0419520322;48.9683462;22.3150124
506109;Kálnica;304;Nové Mesto nad Váhom;3;Trenčiansky;26403842;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Kálnica;SK0224506109;48.7497205;17.96602561642784
519316;Kalnište;712;Svidník;7;Prešovský;8662682;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Kalnište;SK041C519316;49.1377345;21.47387275344828
511480;Kalonda;606;Lučenec;6;Banskobystrický;8817226;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Kalonda;SK0326511480;48.25593840000001;19.65735421518826
515027;Kaloša;609;Rimavská Sobota;6;Banskobystrický;15132302;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Kaloša;SK0329515027;48.41253185;20.22500862688905
521507;Kalša;806;Košice - okolie;8;Košický;4625853;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Kalša;SK0426521507;48.612722;21.5248431
522589;Kaluža;807;Michalovce;8;Košický;9890652;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Kaluža;SK0427522589;48.8079386;22.0009306
543039;Kamanová;406;Topoľčany;4;Nitriansky;6417146;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Kamanová;SK0236543039;48.4738629;18.09213486777541
525812;Kameňany;608;Revúca;6;Banskobystrický;31342364;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Kameňany;SK0328525812;48.57543025;20.17375199206131
514063;Kamenec pod Vtáčnikom;307;Prievidza;3;Trenčiansky;25298350;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Kamenec pod Vtáčnikom;SK0227514063;48.6576787;18.58507153802687
524611;Kamenica;708;Sabinov;7;Prešovský;21307557;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Kamenica;SK0418524611;49.20339;20.95481089877384
520331;Kamenica nad Cirochou;702;Humenné;7;Prešovský;17572681;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Kamenica nad Cirochou;SK0412520331;48.93357435;22.009862861521
503231;Kamenica nad Hronom;404;Nové Zámky;4;Nitriansky;18713972;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Kamenica nad Hronom;SK0234503231;47.831347;18.7255594
557404;Kameničany;302;Ilava;3;Trenčiansky;5082121;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Ilava;SK0222;Kameničany;SK0222557404;49.0120565;18.14780075788676
501182;Kameničná;401;Komárno;4;Nitriansky;34512194;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Kameničná;SK0231501182;47.8162871;18.0426149
503240;Kamenín;404;Nové Zámky;4;Nitriansky;28036586;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Kamenín;SK0234503240;47.8874765;18.6426072
517658;Kamenná Poruba;511;Žilina;5;Žilinský;14182304;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Kamenná Poruba;SK031B517658;49.08121055;18.69598917507086
528773;Kamenná Poruba;713;Vranov nad Topľou;7;Prešovský;7406249;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Kamenná Poruba;SK041D528773;48.8477956;21.6554587
516082;Kamenné Kosihy;610;Veľký Krtíš;6;Banskobystrický;5020820;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Kamenné Kosihy;SK032A516082;48.13529425;19.19928147299553
503258;Kamenný Most;404;Nové Zámky;4;Nitriansky;20336460;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Kamenný Most;SK0234503258;47.8523806;18.6566838
520349;Kamienka;702;Humenné;7;Prešovský;5402876;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Kamienka;SK0412520349;48.9057957;21.999438
526789;Kamienka;710;Stará Ľubovňa;7;Prešovský;29162997;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stará Ľubovňa;SK041A;Kamienka;SK041A526789;49.35180035;20.59262071085378
514071;Kanianka;307;Prievidza;3;Trenčiansky;7936714;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Kanianka;SK0227514071;48.8187013;18.57524318944259
500399;Kapince;403;Nitra;4;Nitriansky;5839475;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Kapince;SK0233500399;48.4508695;17.97446053123832
527360;Kapišová;712;Svidník;7;Prešovský;6618336;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Kapišová;SK041C527360;49.3440035;21.5946736
555495;Kaplna;108;Senec;1;Bratislavský;5529805;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Kaplna;SK0108555495;48.2963874;17.4532603
524620;Kapušany;707;Prešov;7;Prešovský;11309834;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Kapušany;SK0417524620;49.0468038;21.32292203912568
528404;Kapušianske Kľačany;807;Michalovce;8;Košický;20279380;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Kapušianske Kľačany;SK0427528404;48.51405915;22.09343440022229
512346;Karlová;506;Martin;5;Žilinský;1832720;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Karlová;SK0316512346;48.96028355;18.90317233850223
520357;Karná;702;Humenné;7;Prešovský;10213639;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Karná;SK0412520357;48.987212;21.7984367994932
528412;Kašov;811;Trebišov;8;Košický;8880230;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Kašov;SK042B528412;48.4895537;21.73446010903243
507164;Kátlovce;207;Trnava;2;Trnavský;11702206;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Kátlovce;SK0217507164;48.5207765;17.60688010868812
504432;Kátov;206;Skalica;2;Trnavský;4273770;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Skalica;SK0216;Kátov;SK0216504432;48.83443155000001;17.16921049114842
528421;Kazimír;811;Trebišov;8;Košický;9927264;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Kazimír;SK042B528421;48.5261008;21.5840603
521523;Kecerovce;806;Košice - okolie;8;Košický;13814400;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Kecerovce;SK0426521523;48.8260503;21.41179619999627
521540;Kecerovský Lipovec;806;Košice - okolie;8;Košický;15566671;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Kecerovský Lipovec;SK0426521540;48.8508789;21.46070651357836
559687;Kechnec;806;Košice - okolie;8;Košický;10210515;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Kechnec;SK0426559687;48.5553884;21.2596858
527378;Kečkovce;712;Svidník;7;Prešovský;12738740;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Kečkovce;SK041C527378;49.3975705;21.51451733144511
525821;Kečovo;808;Rožňava;8;Košický;13575671;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Kečovo;SK0428525821;48.4901993;20.48576412777369
524638;Kendice;707;Prešov;7;Prešovský;9342538;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Kendice;SK0417524638;48.9341254;21.23567111314765
515035;Kesovce;609;Rimavská Sobota;6;Banskobystrický;7656035;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Kesovce;SK0329515035;48.37633515;20.3620782877364
502472;Keť;402;Levice;4;Nitriansky;19649831;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Keť;SK0232502472;47.9671111;18.58323002965908
523585;Kežmarok;703;Kežmarok;7;Prešovský;24780612;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Kežmarok;SK0413523585;49.1362088;20.4308701
516091;Kiarov;610;Veľký Krtíš;6;Banskobystrický;9000042;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Kiarov;SK032A516091;48.11262525;19.41351407583666
507172;Kľačany;203;Hlohovec;2;Trnavský;10105149;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Hlohovec;SK0213;Kľačany;SK0213507172;48.3886685;17.8702199576721
557994;Kľače;511;Žilina;5;Žilinský;2073152;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Kľače;SK031B557994;49.10392415;18.65274802844594
514080;Kľačno;307;Prievidza;3;Trenčiansky;48699242;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Kľačno;SK0227514080;48.925743;18.65084761139706
528781;Kladzany;713;Vranov nad Topľou;7;Prešovský;5356931;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Kladzany;SK041D528781;48.89061685;21.75518469793235
516902;Kľak;612;Žarnovica;6;Banskobystrický;22808957;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Žarnovica;SK032C;Kľak;SK032C516902;48.6021645;18.64302776734935
500402;Klasov;403;Nitra;4;Nitriansky;12230554;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Klasov;SK0233500402;48.2690578;18.26159709158181
512354;Kláštor pod Znievom;506;Martin;5;Žilinský;39029394;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Kláštor pod Znievom;SK0316512354;48.98689965;18.76534763962298
543047;Klátova Nová Ves;305;Partizánske;3;Trenčiansky;35038291;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Partizánske;SK0225;Klátova Nová Ves;SK0225543047;48.533994;18.31346839363816
543225;Klčov;704;Levoča;7;Prešovský;7342658;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoča;SK0414;Klčov;SK0414543225;49.0028586;20.6703892
516104;Kleňany;610;Veľký Krtíš;6;Banskobystrický;7212749;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Kleňany;SK032A516104;48.12957175;19.06834360566069
524646;Klenov;707;Prešov;7;Prešovský;15367129;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Klenov;SK0417524646;48.9283545;21.0418154355655
520365;Klenová;709;Snina;7;Prešovský;20010029;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Snina;SK0419;Klenová;SK0419520365;48.9428811;22.3327869
515043;Klenovec;609;Rimavská Sobota;6;Banskobystrický;99995763;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Klenovec;SK0329515043;48.64290425;19.82365981747999
557552;Klieština;306;Považská Bystrica;3;Trenčiansky;5314659;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Klieština;SK0226557552;49.1831665;18.34649090441755
509728;Klin;507;Námestovo;5;Žilinský;12737839;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Námestovo;SK0317;Klin;SK0317509728;49.44750025;19.47367373759058
513831;Klin nad Bodrogom;811;Trebišov;8;Košický;3650128;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Klin nad Bodrogom;SK042B513831;48.3767798;21.7325128527067
501191;Klížska Nemá;401;Komárno;4;Nitriansky;11952639;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Klížska Nemá;SK0231501191;47.7513765;17.8190874
518492;Klokoč;604;Detva;6;Banskobystrický;9835840;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Detva;SK0324;Klokoč;SK0324518492;48.49823795;19.34018160949434
509213;Klokočov;502;Čadca;5;Žilinský;51170833;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Čadca;SK0312;Klokočov;SK0312509213;49.46683950000001;18.593952473125
522597;Klokočov;807;Michalovce;8;Košický;11942425;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Klokočov;SK0427522597;48.81595735000001;22.03190478902957
509221;Klubina;502;Čadca;5;Žilinský;15573710;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Čadca;SK0312;Klubina;SK0312509221;49.38103455;18.91742338128782
501689;Kľúčovec;201;Dunajská Streda;2;Trnavský;12708145;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Kľúčovec;SK0211501689;47.7942078;17.7171631
543233;Kluknava;801;Gelnica;8;Košický;33954507;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Gelnica;SK0421;Kluknava;SK0421543233;48.92388485;20.96218824287899
519324;Kľušov;701;Bardejov;7;Prešovský;15363154;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Kľušov;SK0411519324;49.24436540000001;21.26617475023662
503266;Kmeťovo;404;Nové Zámky;4;Nitriansky;5196427;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Kmeťovo;SK0234503266;48.1680489;18.2795321
525839;Kobeliarovo;808;Rožňava;8;Košický;12032661;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Kobeliarovo;SK0428525839;48.7509507;20.36423648002259
519332;Kobylnice;712;Svidník;7;Prešovský;10424704;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Kobylnice;SK041C519332;49.0981665;21.55205830285428
519341;Kobyly;701;Bardejov;7;Prešovský;12458379;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Kobyly;SK0411519341;49.21994605;21.29775908638799
525847;Koceľovce;808;Rožňava;8;Košický;6955330;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Koceľovce;SK0428525847;48.7094878;20.3425294
519359;Kochanovce;701;Bardejov;7;Prešovský;5526615;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Kochanovce;SK0411519359;49.1886516;21.37241587260274
520373;Kochanovce;702;Humenné;7;Prešovský;5021109;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Kochanovce;SK0412520373;48.9537933;21.9418492
515051;Kociha;609;Rimavská Sobota;6;Banskobystrický;11407510;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Kociha;SK0329515051;48.4808284;19.92307157406403
507199;Kočín-Lančár;204;Piešťany;2;Trnavský;13118621;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Kočín-Lančár;SK0214507199;48.5981827;17.6551002
506125;Kočovce;304;Nové Mesto nad Váhom;3;Trenčiansky;15318947;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Kočovce;SK0224506125;48.7483648;17.88794338553452
514098;Kocurany;307;Prievidza;3;Trenčiansky;4174173;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Kocurany;SK0227514098;48.76548345;18.53948352676019
524654;Kojatice;707;Prešov;7;Prešovský;10694006;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Kojatice;SK0417524654;48.98662245;21.13378619966276
543241;Kojšov;801;Gelnica;8;Košický;31804994;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Gelnica;SK0421;Kojšov;SK0421543241;48.80581745000001;21.00084240423053
511498;Kokava nad Rimavicou;607;Poltár;6;Banskobystrický;66270107;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Poltár;SK0327;Kokava nad Rimavicou;SK0327511498;48.582675;19.81756681210051
524662;Kokošovce;707;Prešov;7;Prešovský;11313955;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Kokošovce;SK0417524662;48.9573298;21.34939796518817
521558;Kokšov-Bakša;806;Košice - okolie;8;Košický;3566859;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Kokšov-Bakša;SK0426521558;48.64238755;21.32298874417351
526797;Kolačkov;710;Stará Ľubovňa;7;Prešovský;17419414;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stará Ľubovňa;SK041A;Kolačkov;SK041A526797;49.24216165;20.63203476612901
543055;Kolačno;305;Partizánske;3;Trenčiansky;21314026;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Partizánske;SK0225;Kolačno;SK0225543055;48.5820865;18.41153572844397
